exp_name,file_num,alt_index,arc_ratio,label,start_sample,end_sample
AcierCu_AspiRouge,00000,0,0.0,0,10510,30595
AcierCu_AspiRouge,00000,1,0.0,0,30595,50657
AcierCu_AspiRouge,00000,2,0.0,0,50657,70675
AcierCu_AspiRouge,00000,3,0.0,0,70675,90641
AcierCu_AspiRouge,00000,4,0.0,0,90641,110603
AcierCu_AspiRouge,00000,5,0.0,0,110603,130595
AcierCu_AspiRouge,00000,6,0.0,0,130595,150604
AcierCu_AspiRouge,00000,7,0.0,0,150604,170605
AcierCu_AspiRouge,00000,8,0.0,0,170605,190592
AcierCu_AspiRouge,00000,9,0.0,0,190592,210577
AcierCu_AspiRouge,00000,10,0.0,0,210577,230567
AcierCu_AspiRouge,00000,11,0.0,0,230567,250561
AcierCu_AspiRouge,00000,12,0.0,0,250561,270555
AcierCu_AspiRouge,00000,13,0.0,0,270555,290546
AcierCu_AspiRouge,00000,14,0.0,0,290546,310537
AcierCu_AspiRouge,00000,15,0.0,0,310537,330529
AcierCu_AspiRouge,00000,16,0.0,0,330529,350521
AcierCu_AspiRouge,00000,17,0.0,0,350521,370514
AcierCu_AspiRouge,00000,18,0.0,0,370514,390507
AcierCu_AspiRouge,00000,19,0.0,0,390507,410499
AcierCu_AspiRouge,00000,20,0.0,0,410499,430491
AcierCu_AspiRouge,00000,21,0.0,0,430491,450483
AcierCu_AspiRouge,00000,22,0.0,0,450483,470475
AcierCu_AspiRouge,00000,23,0.0,0,470475,490467
AcierCu_AspiRouge,00000,24,0.0,0,490467,510459
AcierCu_AspiRouge,00000,25,0.0,0,510459,530451
AcierCu_AspiRouge,00000,26,0.0,0,530451,550443
AcierCu_AspiRouge,00000,27,0.0,0,550443,570435
AcierCu_AspiRouge,00000,28,0.0,0,570435,590426
AcierCu_AspiRouge,00000,29,0.0,0,590426,610418
AcierCu_AspiRouge,00000,30,0.0,0,610418,630409
AcierCu_AspiRouge,00000,31,0.0,0,630409,650401
AcierCu_AspiRouge,00000,32,0.0,0,650401,670393
AcierCu_AspiRouge,00000,33,0.0,0,670393,690385
AcierCu_AspiRouge,00000,34,0.0,0,690385,710377
AcierCu_AspiRouge,00000,35,0.0,0,710377,730370
AcierCu_AspiRouge,00000,36,0.0,0,730370,750362
AcierCu_AspiRouge,00000,37,0.0,0,750362,770353
AcierCu_AspiRouge,00000,38,0.0,0,770353,790345
AcierCu_AspiRouge,00000,39,0.0,0,790345,810337
AcierCu_AspiRouge,00000,40,0.0,0,810337,830329
AcierCu_AspiRouge,00000,41,0.0,0,830329,850322
AcierCu_AspiRouge,00000,42,0.0,0,850322,870313
AcierCu_AspiRouge,00000,43,0.0,0,870313,890304
AcierCu_AspiRouge,00000,44,0.0,0,890304,910295
AcierCu_AspiRouge,00000,45,0.0,0,910295,930287
AcierCu_AspiRouge,00000,46,0.0,0,930287,950280
AcierCu_AspiRouge,00000,47,0.0,0,950280,970273
AcierCu_AspiRouge,00000,48,0.0,0,970273,990266
AcierCu_AspiRouge,00000,50,0.98279,1,1010259,1030251
AcierCu_AspiRouge,00000,51,0.98299,1,1030251,1050244
AcierCu_AspiRouge,00000,52,0.98274,1,1050244,1070235
AcierCu_AspiRouge,00000,53,0.98334,1,1070235,1090226
AcierCu_AspiRouge,00000,54,0.98304,1,1090226,1110216
AcierCu_AspiRouge,00000,55,0.97704,1,1110216,1130207
AcierCu_AspiRouge,00000,56,0.97559,1,1130207,1150199
AcierCu_AspiRouge,00000,57,0.96834,1,1150199,1170191
AcierCu_AspiRouge,00000,58,0.97614,1,1170191,1190183
AcierCu_AspiRouge,00000,59,0.97629,1,1190183,1210175
AcierCu_AspiRouge,00000,60,0.96794,1,1210175,1230168
AcierCu_AspiRouge,00000,61,0.96789,1,1230168,1250162
AcierCu_AspiRouge,00000,62,0.97459,1,1250162,1270155
AcierCu_AspiRouge,00000,63,0.98184,1,1270155,1290147
AcierCu_AspiRouge,00000,64,0.97239,1,1290147,1310140
AcierCu_AspiRouge,00000,65,0.96929,1,1310140,1330132
AcierCu_AspiRouge,00000,66,0.97004,1,1330132,1350124
AcierCu_AspiRouge,00000,67,0.97839,1,1350124,1370117
AcierCu_AspiRouge,00000,68,0.97699,1,1370117,1390109
AcierCu_AspiRouge,00000,69,0.96984,1,1390109,1410103
AcierCu_AspiRouge,00000,70,0.97699,1,1410103,1430095
AcierCu_AspiRouge,00000,71,0.97924,1,1430095,1450087
AcierCu_AspiRouge,00000,72,0.97589,1,1450087,1470080
AcierCu_AspiRouge,00000,73,0.97254,1,1470080,1490075
AcierCu_AspiRouge,00000,74,0.97974,1,1490075,1510069
AcierCu_AspiRouge,00000,75,0.97289,1,1510069,1530063
AcierCu_AspiRouge,00000,76,0.97974,1,1530063,1550055
AcierCu_AspiRouge,00000,77,0.98239,1,1550055,1570047
AcierCu_AspiRouge,00000,78,0.97729,1,1570047,1590039
AcierCu_AspiRouge,00000,79,0.98159,1,1590039,1610031
AcierCu_AspiRouge,00000,80,0.97684,1,1610031,1630022
AcierCu_AspiRouge,00000,81,0.97554,1,1630022,1650014
AcierCu_AspiRouge,00000,82,0.97129,1,1650014,1670006
AcierCu_AspiRouge,00000,83,0.98289,1,1670006,1690000
AcierCu_AspiRouge,00000,84,0.98045,1,1690000,1709997
AcierCu_AspiRouge,00000,85,0.97389,1,1709997,1729992
AcierCu_AspiRouge,00000,86,0.97283,1,1729992,1749978
AcierCu_AspiRouge,00000,87,0.98383,1,1749978,1769958
AcierCu_AspiRouge,00000,88,0.97984,1,1769958,1789953
AcierCu_AspiRouge,00000,89,0.98047,1,1789953,1809973
AcierCu_AspiRouge,00000,90,0.98286,1,1809973,1829988
AcierCu_AspiRouge,00000,91,0.97941,1,1829988,1849949
AcierCu_AspiRouge,00000,92,0.97781,1,1849949,1869868
AcierCu_AspiRouge,00000,93,0.981,1,1869868,1889866
AcierCu_AspiRouge,00000,94,0.97923,1,1889866,1909994
AcierCu_AspiRouge,00000,95,0.97374,1,1909994,1930138
AcierCu_AspiRouge,00000,96,0.98209,1,1930138,1950128
AcierCu_AspiRouge,00000,97,0.98149,1,1950128,1969683
AcierCu_AspiRougeBis,00000,0,0.0,0,9223,29308
AcierCu_AspiRougeBis,00000,1,0.0,0,29308,49376
AcierCu_AspiRougeBis,00000,2,0.0,0,49376,69408
AcierCu_AspiRougeBis,00000,3,0.0,0,69408,89383
AcierCu_AspiRougeBis,00000,4,0.0,0,89383,109342
AcierCu_AspiRougeBis,00000,5,0.0,0,109342,129330
AcierCu_AspiRougeBis,00000,6,0.0,0,129330,149340
AcierCu_AspiRougeBis,00000,7,0.0,0,149340,169347
AcierCu_AspiRougeBis,00000,8,0.0,0,169347,189339
AcierCu_AspiRougeBis,00000,9,0.0,0,189339,209325
AcierCu_AspiRougeBis,00000,10,0.0,0,209325,229316
AcierCu_AspiRougeBis,00000,11,0.0,0,229316,249311
AcierCu_AspiRougeBis,00000,12,0.0,0,249311,269306
AcierCu_AspiRougeBis,00000,13,0.0,0,269306,289300
AcierCu_AspiRougeBis,00000,14,0.0,0,289300,309291
AcierCu_AspiRougeBis,00000,15,0.0,0,309291,329284
AcierCu_AspiRougeBis,00000,16,0.0,0,329284,349277
AcierCu_AspiRougeBis,00000,17,0.0,0,349277,369269
AcierCu_AspiRougeBis,00000,18,0.0,0,369269,389262
AcierCu_AspiRougeBis,00000,19,0.0,0,389262,409255
AcierCu_AspiRougeBis,00000,20,0.0,0,409255,429249
AcierCu_AspiRougeBis,00000,21,0.0,0,429249,449244
AcierCu_AspiRougeBis,00000,22,0.0,0,449244,469238
AcierCu_AspiRougeBis,00000,23,0.0,0,469238,489231
AcierCu_AspiRougeBis,00000,24,0.0,0,489231,509223
AcierCu_AspiRougeBis,00000,25,0.0,0,509223,529216
AcierCu_AspiRougeBis,00000,26,0.0,0,529216,549210
AcierCu_AspiRougeBis,00000,27,0.0,0,549210,569204
AcierCu_AspiRougeBis,00000,28,0.0,0,569204,589198
AcierCu_AspiRougeBis,00000,29,0.0,0,589198,609191
AcierCu_AspiRougeBis,00000,30,0.0,0,609191,629184
AcierCu_AspiRougeBis,00000,31,0.0,0,629184,649177
AcierCu_AspiRougeBis,00000,32,0.0,0,649177,669170
AcierCu_AspiRougeBis,00000,33,0.0,0,669170,689163
AcierCu_AspiRougeBis,00000,34,0.0,0,689163,709155
AcierCu_AspiRougeBis,00000,35,0.0,0,709155,729148
AcierCu_AspiRougeBis,00000,36,0.0,0,729148,749141
AcierCu_AspiRougeBis,00000,37,0.0,0,749141,769135
AcierCu_AspiRougeBis,00000,38,0.0,0,769135,789128
AcierCu_AspiRougeBis,00000,39,0.0,0,789128,809121
AcierCu_AspiRougeBis,00000,41,0.0,0,829114,849107
AcierCu_AspiRougeBis,00000,42,0.0,0,849107,869100
